,date,symbol,enterpriseValue
5,2018-06-30,JAG,3127624460.0
0,2021-01-31,NVDA,337570467480.0
1,2020-10-25,NVDA,333766915024.0
2,2020-07-26,NVDA,264640350610.0
3,2020-04-26,NVDA,176248751914.0
4,2020-01-26,NVDA,140259198137.0
5,2019-10-27,NVDA,120021215674.0
0,2021-01-03,JNJ,433345500000.0
1,2020-09-27,JNJ,406133632633.0
2,2020-06-28,JNJ,397262101341.5
3,2020-03-29,JNJ,377929696645.0
4,2019-12-29,JNJ,410567378018.7
5,2019-09-29,JNJ,370501675349.5
0,2021-01-01,WDC,22683219702.0
1,2020-10-02,WDC,17093079702.000002
2,2020-07-03,WDC,18888119702.0
3,2020-04-03,WDC,17977629697.0
4,2020-01-03,WDC,25663780298.0
5,2019-10-04,WDC,24049720000.0
0,2020-09-30,BSX,61977687569.100006
1,2020-06-30,BSX,57332699000.0
2,2020-03-31,BSX,55548162000.0
3,2019-12-31,BSX,72828246000.0
4,2019-09-30,BSX,67275239000.0
5,2019-06-30,BSX,69069900000.0
0,2019-09-30,STI,46779441331.4
1,2019-06-30,STI,50756260556.3
2,2019-03-31,STI,45888064887.2
3,2018-12-31,STI,39596795539.1
4,2018-09-30,STI,40296079750.392
5,2018-06-30,STI,38056062938.649
0,2020-12-31,ON,2410600000.0
1,2020-10-02,ON,11785600410.0
2,2020-07-03,ON,9850118000.0
3,2020-04-03,ON,6552964000.0
4,2019-12-31,ON,12733604000.0
5,2019-09-27,ON,9616372000.0
0,2020-12-31,ITUB,161971360754.9
1,2020-09-30,ITUB,149524577307.8
2,2020-06-30,ITUB,171732921500.9
3,2019-12-31,ITUB,212266565330.65002
4,2019-09-30,ITUB,199543008134.51
5,2019-06-30,ITUB,186258567991.40002
0,2020-12-31,BK,-101224456569.92801
1,2020-09-30,BK,-71408244898.66
2,2020-06-30,BK,-71211136826.64159
3,2020-03-31,BK,-114024971040.0
4,2019-12-31,BK,-36757061257.35199
5,2019-09-30,BK,-21523135493.264
0,2020-06-30,HMY,1256000000.0
1,2016-06-30,HMY,1389220000.0
2,2015-12-31,HMY,377570000.0
3,2015-09-30,HMY,699120000.0
4,2015-06-30,HMY,929840000.0
5,2015-03-31,HMY,1299840000.0
0,2020-12-31,APA,13873820000.0
1,2020-09-30,APA,12351660000.0
2,2020-06-30,APA,13785000000.0
3,2020-03-31,APA,10032040000.0
4,2019-12-31,APA,17966430000.0
5,2019-09-30,APA,17900200000.0
0,2020-10-24,HOME,1521454899.01369
1,2020-07-25,HOME,881649718.4000001
2,2020-04-25,HOME,747326700.0
3,2020-01-25,HOME,927829720.0
4,2019-10-26,HOME,1292568527.4
5,2019-07-27,HOME,1003944333.2
0,2020-12-31,NGD,323188000.0
1,2020-09-30,NGD,1414000000.0
2,2020-06-30,NGD,1291300000.0
3,2020-03-31,NGD,694560000.0
4,2019-12-31,NGD,1225980000.0
5,2019-09-30,NGD,1165507000.0
0,2020-12-31,KOS,3656721150.0
1,2020-09-30,KOS,2457819820.0
2,2020-06-30,KOS,2672185700.0
3,2020-03-31,KOS,2299276100.0
4,2019-12-31,KOS,4072202200.0
5,2019-09-30,KOS,4407703840.0
0,2020-12-31,DAL,20850000000.0
1,2020-09-30,DAL,37811300000.0
2,2020-06-30,DAL,31087749365.0
3,2020-03-31,DAL,29205610637.0
4,2019-12-31,DAL,45822160000.0
5,2019-09-30,DAL,45429598708.0
0,2020-12-31,INFY,67270751213.858826
1,2020-09-30,INFY,55542755984.51
2,2019-06-30,INFY,47207820000.0
3,2019-03-31,INFY,44298360000.0
4,2018-12-31,INFY,43583320000.0
5,2018-09-30,INFY,37537930000.0
0,2020-11-30,CCL,32927500000.0
1,2020-08-31,CCL,29507000000.0
2,2020-05-31,CCL,26036799279.0
3,2020-02-29,CCL,34470639316.0
4,2019-11-30,CCL,41677881372.0
5,2019-08-31,CCL,39956121378.0
0,2019-06-30,BHGE,26214345384.46
1,2019-03-31,BHGE,32189829291.5
2,2018-12-31,BHGE,29077385915.25
3,2018-09-30,BHGE,38775041280.799995
4,2018-06-30,BHGE,41578692367.520004
5,2018-03-31,BHGE,32486129052.64
0,2020-10-31,MFGP,3981000000.0
1,2020-04-30,MFGP,4142000000.0
0,2019-12-31,PBR,-7372000000.0
1,2019-10-25,PBR,1302676777000.0
2,2019-08-02,PBR,1157444349400.0
3,2019-08-01,PBR,-11000000.0
4,2019-05-09,PBR,-4000000.0
5,2019-05-08,PBR,-53854000000.0
0,2020-09-30,DISCA,24417850000.0
1,2020-06-30,DISCA,24318800000.0
2,2020-03-31,DISCA,24471480000.0
3,2019-12-31,DISCA,31120980000.0
4,2019-09-30,DISCA,28802050000.0
5,2019-06-30,DISCA,31387040000.0
0,2020-12-31,LPI,1360723211.6859999
1,2020-09-30,LPI,1293211800.0
2,2020-06-30,LPI,1404121620.0
3,2020-03-31,LPI,1282898380.0
4,2019-12-31,LPI,1794590660.0
5,2019-09-30,LPI,1506343420.0
0,2020-12-31,ABT,187313999157.79944
1,2020-09-30,ABT,206969114404.95316
2,2020-06-30,ABT,176795557808.57
3,2020-03-31,ABT,154474591750.0413
4,2019-12-31,ABT,167370033796.92325
5,2019-09-30,ABT,162972685300.4386
0,2020-06-30,FITB,26967708474.767
1,2020-03-31,FITB,27096306600.0
2,2019-12-31,FITB,34686311380.0
3,2019-09-30,FITB,33960483353.284
4,2019-06-30,FITB,34878604320.0
5,2019-03-31,FITB,30462746250.0
0,2020-12-31,PTEN,1661661800.0
1,2020-09-30,PTEN,1197373000.0
2,2020-06-30,PTEN,1367975510.0
3,2020-03-31,PTEN,1262651900.0
4,2019-12-31,PTEN,2826068500.0
5,2019-09-30,PTEN,2509462650.0
0,2020-06-30,USB,66232920000.0
1,2020-03-31,USB,84132101518.0
2,2019-12-31,USB,131747241556.0
3,2019-09-30,USB,127741500000.0
4,2019-06-30,USB,123393896820.0
5,2019-03-31,USB,116571140000.0
0,2020-12-31,BA,176807364867.8
1,2020-09-30,BA,143948683169.5
2,2020-06-30,BA,145116471697.7
3,2020-03-31,BA,108211755434.59999
4,2019-12-31,BA,201396720708.0581
5,2019-09-30,BA,229702362564.6
0,2020-12-31,GGB,20865395070.11
1,2020-09-30,GGB,21664107882.1
2,2019-12-31,GGB,446770000000.0
3,2019-09-30,GGB,18552763750.05
4,2019-06-30,GGB,19686078570.8066
5,2019-05-09,GGB,3882030000000.0
0,2020-09-30,JBLU,5472292000.0
1,2020-06-30,JBLU,5176530000.0
2,2020-03-31,JBLU,4079940000.0
3,2019-12-31,JBLU,6725176000.0
4,2019-09-30,JBLU,5865500000.0
5,2019-06-30,JBLU,6616580000.0
0,2020-12-31,QEP,2131097000.0
1,2020-09-30,QEP,1820970000.0
2,2020-06-30,QEP,2173467000.0
3,2020-03-31,QEP,1927603000.0
4,2019-12-31,QEP,2919400000.0
5,2019-09-30,QEP,2868930000.0
0,2020-12-31,EBAY,41309000000.0
1,2020-09-30,EBAY,43053598608.0
2,2020-06-30,EBAY,44543350703.0
3,2020-03-31,EBAY,30494179247.0
4,2019-12-31,EBAY,35925770807.0
5,2019-09-30,EBAY,39209400000.0
0,2020-06-30,HBAN,12708640000.0
1,2020-03-31,HBAN,19075780000.0
2,2019-12-31,HBAN,25653604680.0
3,2019-09-30,HBAN,25057593800.0
4,2019-06-30,HBAN,25826163640.0
5,2019-03-31,HBAN,24536514300.0
0,2020-09-30,DB,-15174720000.0
1,2020-06-30,DB,902720000.0
2,2020-03-31,DB,18900746000.0
3,2019-12-31,DB,9348260000.0
4,2019-09-30,DB,-4656000000.0
5,2019-06-30,DB,5071960000.0
0,2020-10-31,MRVL,25550463404.852
1,2020-08-01,MRVL,24955574447.574
2,2020-05-02,MRVL,17646304210.0
3,2020-02-01,MRVL,17687309662.823997
4,2019-11-02,MRVL,18396066251.822
5,2019-08-03,MRVL,17721846753.602997
0,2020-11-30,WBA,48043663267.0
1,2020-08-31,WBA,48170330000.0
2,2020-05-31,WBA,53627819124.6
3,2020-02-29,WBA,56292718231.0
4,2019-11-30,WBA,69168438217.2
5,2019-08-31,WBA,61863523100.4
0,2020-12-31,CDNA,3432223618.96796
1,2020-09-30,CDNA,1662206150.18932
2,2020-06-30,CDNA,1372596750.91
3,2020-03-31,CDNA,902644411.41
4,2019-12-31,CDNA,877578178.47
5,2019-09-30,CDNA,917591165.5
0,2018-09-30,ETP,60365432000.0
1,2018-06-30,ETP,55591217165.4
2,2018-03-31,ETP,51862370000.0
3,2017-12-31,ETP,54356560000.0
4,2017-09-30,ETP,54540909125.2
5,2017-06-30,ETP,53954461978.3
0,2020-12-31,KNX,7066440100.0
1,2020-09-30,KNX,7279762670.205
2,2020-06-30,KNX,7205770910.052001
3,2020-03-31,KNX,5771105429.383
4,2019-12-31,KNX,6235194800.000001
5,2019-09-30,KNX,6750065029.496
0,2020-12-03,KBH,4066009040.5350003
1,2020-11-30,KBH,4267247690.983
2,2020-08-31,KBH,4262109418.9300003
3,2020-05-31,KBH,4246454610.0000005
4,2020-02-29,KBH,4246171780.0000005
5,2019-11-30,KBH,4374967178.2
0,2020-09-30,DISCK,23322000000.0
1,2020-06-30,DISCK,23384080000.0
2,2020-03-31,DISCK,23489180000.0
3,2019-12-31,DISCK,29935230000.0
4,2019-09-30,DISCK,27726700000.0
5,2019-06-30,DISCK,30146240000.0
0,2020-09-30,PGR,60706182829.600006
1,2020-06-30,PGR,52143039584.9
2,2020-03-31,PGR,48198745661.2
3,2019-12-31,PGR,46507332415.3
4,2019-09-30,PGR,49482325000.0
5,2019-06-30,PGR,52023400000.0
0,2020-09-30,MO,96941314677.18085
1,2020-06-30,MO,97157710238.5
2,2020-03-31,MO,96203856284.0
3,2019-12-31,MO,118656859360.14
4,2019-09-30,MO,102700203736.0
5,2019-06-30,MO,116624298130.0
0,2020-10-30,MDT,159357500000.0
1,2020-07-31,MDT,152439004050.0
2,2020-04-24,MDT,154672284048.8
3,2020-01-24,MDT,182202892703.0
4,2019-10-25,MDT,163281618702.80002
5,2019-07-26,MDT,158361349055.7
0,2020-09-30,RIG,7550960000.0
1,2020-06-30,RIG,8672450000.0
2,2020-03-31,RIG,8386240000.0
3,2019-12-31,RIG,11695320000.0
4,2019-09-30,RIG,10224110000.0
5,2019-06-30,RIG,11431400000.0
0,2020-12-31,BCS,-164760200612.91998
1,2020-09-30,BCS,-224440125791.08
2,2019-09-30,BCS,-132446184292.72
3,2019-03-31,BCS,-40427064921.466
4,2018-12-31,BCS,-41447000168.970825
5,2018-09-30,BCS,-139121226474.16
0,2020-12-31,CDEV,1469631894.5
1,2020-09-30,CDEV,1250329568.326
2,2020-06-30,CDEV,1345477370.0
3,2020-03-31,CDEV,1186653376.0
4,2019-12-31,CDEV,2528338000.0
5,2019-09-30,CDEV,2192849575.0
0,2020-03-31,DNR,2268033620.0
1,2019-12-31,DNR,2906076300.0
2,2019-09-30,DNR,2951198530.0
3,2019-06-30,DNR,3049655480.0
4,2019-03-31,DNR,3599721600.0
5,2018-12-31,DNR,3397909230.0
0,2020-12-31,EOG,26624687270.945
1,2020-09-30,EOG,23466413120.945
2,2020-06-30,EOG,32625665539.999996
3,2020-03-31,EOG,23093670883.076
4,2019-12-31,EOG,51577504156.4
5,2019-09-30,EOG,46481421157.839
0,2020-10-31,HPE,21883880000.0
1,2020-07-31,HPE,22611040000.0
2,2020-04-30,HPE,23601460000.0
3,2020-01-31,HPE,27699000000.0
4,2019-10-31,HPE,30547280000.0
5,2019-07-31,HPE,27109580000.0
0,2020-12-31,TXN,154526474595.0
1,2020-09-30,TXN,134913423581.00002
2,2020-06-30,TXN,118806520916.0
3,2020-03-31,TXN,97066830000.0
4,2019-12-31,TXN,123060563469.00002
5,2019-09-30,TXN,122747404675.0
0,2020-09-30,OAS,468494040.0
1,2020-06-30,OAS,2859066000.0
2,2020-03-31,OAS,2725503800.0
3,2019-12-31,OAS,3451355680.0
4,2019-09-30,OAS,3585849280.0
5,2019-06-30,OAS,4186108160.0
0,2020-12-31,OKE,13711575000.0
1,2020-09-30,OKE,25373635940.0
2,2020-06-30,OKE,27281315259.722
3,2020-03-31,OKE,22658160005.718002
4,2019-12-31,OKE,44035167111.436005
5,2019-09-30,OKE,42307894867.632
0,2020-12-31,CVS,146334303933.0
1,2020-09-30,CVS,134243002620.0
2,2020-06-30,CVS,141849731309.0
3,2020-03-31,CVS,138966982612.0
4,2019-12-31,CVS,159596871303.0
5,2019-09-30,CVS,144908140000.0
0,2020-09-30,HES,19571678964.32
1,2020-06-30,HES,22477152914.584423
2,2020-03-31,HES,16342372414.84166
3,2019-12-31,HES,25971074474.409054
4,2019-09-30,HES,23106633092.8
5,2019-06-30,HES,23885966605.85823
0,2020-12-31,GDDY,2349200000.0
1,2020-09-30,GDDY,15204790427.258
2,2020-06-30,GDDY,13774813850.0
3,2020-03-31,GDDY,11425783430.0
4,2019-12-31,GDDY,13005810400.0
5,2019-09-30,GDDY,12970123600.0
0,2020-12-31,BX,45313989229.43083
1,2020-09-30,BX,33920740776.184578
2,2020-06-30,BX,37602433958.88
3,2020-03-31,BX,28750909209.63
4,2019-12-31,BX,35660080106.15464
5,2019-09-30,BX,30545476220.36
0,2020-12-31,NLSN,7424781178.353312
1,2020-09-30,NLSN,12821030764.16
2,2020-06-30,NLSN,13283158476.7
3,2020-03-31,NLSN,12523118335.880001
4,2019-12-31,NLSN,15082977957.441956
5,2019-09-30,NLSN,15658309572.5
0,2020-12-31,TS,34326000.0
1,2020-09-30,TS,-286013000.0
2,2020-06-30,TS,-212043000.0
3,2019-03-31,TS,15757100000.0
4,2018-12-31,TS,14885200000.0
5,2018-09-30,TS,19820600000.0
0,2020-10-31,BOX,2215307500.0
1,2020-07-31,BOX,2575565400.0
2,2020-04-30,BOX,2254387020.0
3,2020-01-31,BOX,2128117290.0
4,2019-10-31,BOX,2352660600.0000005
5,2019-07-31,BOX,2270420280.0
0,2020-06-30,OXY,54236649084.5
1,2020-03-31,OXY,46884786000.0
2,2019-12-31,OXY,72087828105.1
3,2019-09-30,OXY,80382279845.70001
4,2019-06-30,OXY,45770373251.7
5,2019-03-31,OXY,58878102000.00001
0,2018-09-29,OCLR,1192463240.0
1,2018-06-30,OCLR,1275314250.0
2,2018-03-31,OCLR,1415985820.0
3,2017-12-30,OCLR,982368360.0
4,2017-09-30,OCLR,1258602310.0000002
5,2017-07-01,OCLR,1261271100.0
0,2020-12-31,CVE,14606556000.0
1,2020-09-30,CVE,12310421000.0
2,2020-06-30,CVE,13970963000.0
3,2020-03-31,CVE,9903378000.0
4,2019-12-31,CVE,18985320000.0
5,2019-09-30,CVE,18328144000.0
0,2020-06-30,SYF,12659792000.0
1,2020-03-31,SYF,13276841000.0
2,2019-12-31,SYF,30538535732.600002
3,2019-09-30,SYF,31343447000.000004
4,2019-06-30,SYF,33462852000.0
5,2019-03-31,SYF,31939255412.6
0,2020-09-30,IAU,9775613210.929998
1,2020-06-30,IAU,9232221703.929998
2,2019-12-31,IAU,0.0
3,2015-12-31,IAU,5558895116.610001
4,2015-09-30,IAU,5907303773.139999
5,2015-06-30,IAU,6252703711.38
0,2020-12-31,MTG,5354657450.0
1,2020-09-30,MTG,3862575280.0
2,2020-06-30,MTG,3239676670.0
3,2020-03-31,MTG,2652460550.0
4,2019-12-31,MTG,5609675460.0
5,2019-09-30,MTG,5088580500.0
0,2020-12-31,LUV,26767900590.0
1,2020-09-30,LUV,20871000000.0
2,2020-06-30,LUV,16492340000.0
3,2020-03-31,LUV,19482150515.0
4,2019-12-31,LUV,28456500000.0
5,2019-09-30,LUV,29334328934.0
0,2020-06-30,FTI,2763872000.0
1,2020-03-31,FTI,2427350000.0
2,2019-12-31,FTI,8871024447.1
3,2019-09-30,FTI,10191965553.1
4,2019-06-30,FTI,10741799552.5
5,2019-03-31,FTI,9933036450.1
0,2020-12-31,AA,5144049628.154238
1,2020-09-30,AA,2966285722.78
2,2020-06-30,AA,2925717555.6800003
3,2020-03-31,AA,2117218540.08
4,2019-12-31,AA,4916477402.13
5,2019-09-30,AA,4689313674.139999
0,2020-09-30,ABEV,19169759759.839996
1,2020-03-31,ABEV,-17312547617.0
2,2019-12-31,ABEV,-2345656052950.0
3,2019-09-30,ABEV,59843922978.08
4,2019-06-30,ABEV,-9969458963000.0
5,2019-03-31,ABEV,17133600000.0
0,2020-12-31,EQR,8001665000.0
1,2020-09-30,EQR,27306433513.738
2,2020-06-30,EQR,30103424900.0
3,2020-03-31,EQR,31480693848.418003
4,2019-12-31,EQR,39025064857.69
5,2019-09-30,EQR,40945607421.535995
0,2018-09-30,ESRX,64799074000.0
1,2018-06-30,ESRX,55432699000.0
2,2018-03-31,ESRX,50865736000.0
3,2017-12-31,ESRX,56014950000.0
4,2017-09-30,ESRX,46872376000.0
5,2017-06-30,ESRX,49846336000.0
0,2019-12-31,MDR,428760000.0
1,2019-09-30,MDR,790620000.0
2,2019-06-30,MDR,4791940000.0
3,2019-03-31,MDR,4459810000.0
4,2018-12-31,MDR,3884000000.0
5,2018-09-30,MDR,5353800000.0
0,2020-09-30,ETSY,14745846857.425184
1,2020-06-30,ETSY,12752825963.550001
2,2020-03-31,ETSY,4893006869.84
3,2019-12-31,ETSY,5587118992.099999
4,2019-09-30,ETSY,6904194867.5
5,2019-06-30,ETSY,7384372523.56
0,2020-08-31,TAL,42436387149.641136
1,2020-05-31,TAL,10654670924.1
2,2020-02-29,TAL,9216551570.9
3,2020-01-21,TAL,10896305928.12
4,2019-11-30,TAL,7070698985.6
5,2019-10-25,TAL,7911637103.750001
0,2020-09-30,UNH,322113719561.0
1,2020-06-30,UNH,303932511400.0
2,2020-03-31,UNH,266200864735.0
3,2019-12-31,UNH,308386050428.0
4,2019-09-30,UNH,238333046629.0
5,2019-06-30,UNH,258550719052.0
0,2019-09-30,ECA,36979267000.0
1,2019-06-30,ECA,40412840000.0
2,2019-03-31,ECA,15357620000.0
3,2018-12-31,ECA,8687644000.0
4,2018-09-30,ECA,3583012970.456
5,2018-06-30,ECA,3862012602.385
0,2020-10-31,GES,712182420.0
1,2020-08-01,GES,665017180.0
2,2020-05-02,GES,619014650.0
3,2020-02-01,GES,1422865537.043
4,2019-11-02,GES,1329133220.0
5,2019-08-03,GES,1301622570.2624998
0,2020-12-31,AMZN,1624731825864.0
1,2020-09-30,AMZN,1580512719980.0
2,2020-06-30,AMZN,1375072050000.0
3,2020-03-31,AMZN,967196560000.0
4,2019-12-31,AMZN,903850640000.0
5,2019-09-30,AMZN,858492450000.0
0,2020-12-31,NFLX,246849768149.47998
1,2020-09-30,NFLX,228430987338.474
2,2020-06-30,NFLX,209117428760.0
3,2020-03-31,NFLX,174494293000.0
4,2019-12-31,NFLX,151641475790.0
5,2019-09-30,NFLX,125232373800.0
0,2020-12-31,ENTG,13473104230.11
1,2020-09-26,ENTG,9968333354.800999
2,2020-06-27,ENTG,8452686656.007
3,2020-03-28,ENTG,6843687167.262
4,2019-12-31,ENTG,7335603020.0
5,2019-09-28,ENTG,6971305836.53
0,2020-12-31,CSX,13576000000.0
1,2020-09-30,CSX,72994069458.31009
2,2020-06-30,CSX,67469763237.1549
3,2020-03-31,CSX,58598194960.73411
4,2019-12-31,CSX,71214280773.0
5,2019-09-30,CSX,69408450194.41037
0,2020-12-31,WYNN,21632064103.566
1,2020-09-30,WYNN,16902782016.433998
2,2020-06-30,WYNN,16926544156.574001
3,2020-03-31,WYNN,14908119863.337
4,2019-12-31,WYNN,22856607426.96
5,2019-09-30,WYNN,19463038146.707
0,2020-12-31,FOX,20630599405.0
1,2020-09-30,FOX,19751909397.0
2,2020-06-30,FOX,19485520000.0
3,2020-03-31,FOX,17629199385.0
4,2019-12-31,FOX,27293601238.0
5,2019-09-30,FOX,23029880622.0
0,2020-12-31,CNC,5979000000.0
1,2020-09-30,CNC,38430819459.020004
2,2020-06-30,CNC,40823460950.0
3,2020-03-31,CNC,40315942760.0
4,2019-12-31,CNC,27633946280.0
5,2019-09-30,CNC,18719028160.0
0,2020-06-30,ZION,4760428000.0
1,2020-03-31,ZION,4228466680.0
2,2019-12-31,ZION,9945689425.844
3,2019-09-30,ZION,7002083200.000001
4,2019-06-30,ZION,8364297838.312
5,2019-03-31,ZION,8622314424.767
0,2020-10-31,CLDR,2926893480.0
1,2020-07-31,CLDR,3238989810.0
2,2020-04-30,CLDR,2284101040.0
3,2020-01-31,CLDR,2930926969.9999995
4,2019-10-31,CLDR,2288901160.0
5,2019-07-31,CLDR,1567057440.0
0,2020-12-31,RES,594209600.0
1,2020-09-30,RES,425071160.0
2,2020-06-30,RES,508796240.0
3,2020-03-31,RES,354714660.0
4,2019-12-31,RES,1061008960.0
5,2019-09-30,RES,1139937250.0
0,2020-12-31,CI,98603410309.011
1,2020-09-30,CI,85950579527.708
2,2020-06-30,CI,93552857195.624
3,2020-03-31,CI,93354556606.92
4,2019-12-31,CI,103052277452.2
5,2019-09-30,CI,86384264556.106
0,2020-12-31,WMB,46540934386.088
1,2020-09-30,WMB,46166370800.0
2,2020-06-30,WMB,44898691020.0
3,2020-03-31,WMB,39240218850.0
4,2019-12-31,WMB,50771809466.981
5,2019-09-30,WMB,51177214987.73
0,2020-12-31,SYNH,9734272697.169
1,2020-09-30,SYNH,7816702320.0
2,2020-06-30,SYNH,8467053500.0
3,2020-03-31,SYNH,6683388300.0
4,2019-12-31,SYNH,8619109175.0
5,2019-09-30,SYNH,8091893740.0
0,2021-01-02,HBI,4424762050.0
1,2020-09-26,HBI,8687345790.0
2,2020-06-27,HBI,6980991340.0
3,2020-03-28,HBI,6093524230.0
4,2019-12-28,HBI,8350464860.0
5,2019-09-28,HBI,8674737670.0
0,2019-09-30,BBT,55394675406.0
1,2019-06-30,BBT,57834756353.5
2,2019-03-31,BBT,60291429961.2
3,2018-12-31,BBT,58342539816.04
4,2018-09-30,BBT,60935925665.82
5,2018-06-30,BBT,37883972650.0
0,2018-06-30,XL,15343836453.0818
1,2018-03-31,XL,14310498215.5624
2,2017-12-31,XL,9223355395.704
3,2017-09-30,XL,10485794732.3871
4,2017-06-30,XL,11860044504.0618
5,2017-03-31,XL,9849666253.6512
0,2020-11-30,PAYX,33561065718.2
1,2020-08-31,PAYX,27427677359.1
2,2020-05-31,PAYX,25733943922.699997
3,2020-02-29,PAYX,27844481075.5
4,2019-11-30,PAYX,31086873074.3
5,2019-08-31,PAYX,29564218924.199997
0,2019-09-30,CELG,80308660000.0
1,2019-06-30,CELG,78449054000.0
2,2019-03-31,CELG,80662880000.0
3,2018-12-31,CELG,61943667000.0
4,2018-09-30,CELG,82657360000.0
5,2018-06-30,CELG,77891382000.0
0,2020-09-30,D,101284880000.0
1,2020-06-30,D,107403200000.0
2,2020-03-31,D,98930659676.40001
3,2019-12-31,D,107029160000.0
4,2019-09-30,D,106386520813.0
5,2019-06-30,D,100615573709.83572
0,2020-10-31,CHS,146809180.0
1,2020-08-01,CHS,193602360.0
2,2020-05-02,CHS,408306380.0
3,2020-02-01,CHS,440496040.0
4,2019-11-02,CHS,377401530.0
5,2019-08-03,CHS,285587840.0
0,2020-09-30,CFG,10607669733.726095
1,2020-06-30,CFG,12006713457.72
2,2020-03-31,CFG,20905383071.29158
3,2019-12-31,CFG,28025542284.344604
4,2019-09-30,CFG,24031549574.486015
5,2019-06-30,CFG,24189293409.69133
0,2020-12-31,SU,42495501525.0
1,2020-09-30,SU,35464750000.0
2,2020-06-30,SU,45457501525.0
3,2020-03-31,SU,42052400000.0
4,2019-12-31,SU,66146398462.0
5,2019-09-30,SU,64379320000.0
0,2020-09-30,SLV,7305011497.750136
1,2020-06-30,SLV,5742063369.63
2,2019-12-31,SLV,0.0
3,2015-12-31,SLV,4452546492.97
4,2015-09-30,SLV,4702874990.84
5,2015-06-30,SLV,5090063121.63
0,2020-12-31,MMM,115154657955.40001
1,2020-09-30,MMM,108028999955.4
2,2020-06-30,MMM,106549232885.0
3,2020-03-31,MMM,96980965116.0
4,2019-12-31,MMM,119630844847.4
5,2019-09-30,MMM,106484596541.0
0,2020-12-31,BIIB,44513534156.9
1,2020-09-30,BIIB,49709590901.700005
2,2020-06-30,BIIB,48007430000.0
3,2020-03-31,BIIB,58040864000.0
4,2019-12-31,BIIB,55799694000.0
5,2019-09-30,BIIB,46448480000.0
0,2020-11-30,JBL,4748366950.59
1,2020-08-31,JBL,6477573801.18
2,2020-05-31,JBL,6393391540.0
3,2020-02-29,JBL,6900913747.942
4,2019-11-30,JBL,7717457000.000001
5,2019-08-31,JBL,5750472716.673
0,2020-11-30,ACN,149465483914.29407
1,2020-08-31,ACN,144215083486.8458
2,2020-05-31,ACN,124930517963.83955
3,2020-02-29,ACN,109706951371.75749
4,2019-11-30,ACN,124840278347.95775
5,2019-08-31,ACN,122782539698.23059
0,2020-06-30,NTR,28133585461.708
1,2020-05-06,NTR,19427526000000.0
2,2020-03-31,NTR,30245441348.832
3,2019-12-31,NTR,36808405560.0
4,2019-11-04,NTR,-479873411736.35
5,2019-09-30,NTR,39350604132.887
0,2020-09-30,BRFS,17264134887.04
1,2020-06-30,BRFS,18406437692.489998
2,2020-03-31,BRFS,-5387430154.360001
3,2019-12-31,BRFS,172.07999999999998
4,2019-09-30,BRFS,22304553610.12
5,2019-06-30,BRFS,22279903901.0
0,2020-12-27,SBUX,119411117306.8
1,2020-09-27,SBUX,111575830999.99998
2,2020-06-28,SBUX,97477583505.5
3,2020-03-29,SBUX,90315803180.7
4,2019-12-29,SBUX,112251642382.00002
5,2019-09-29,SBUX,115079549588.8
0,2020-09-30,PE,6524303720.0
1,2020-06-30,PE,7146414000.0
2,2020-03-31,PE,5050960720.0
3,2019-12-31,PE,7458103240.0
4,2019-09-30,PE,6895777520.039
5,2019-06-30,PE,7474467060.0
0,2020-12-31,LVS,45608353472.0
1,2020-09-30,LVS,47179240000.0
2,2020-06-30,LVS,45614560764.0
3,2020-03-31,LVS,42167080764.0
4,2019-12-31,LVS,61219680767.0
5,2019-09-30,LVS,52543438462.0
0,2020-12-31,EGO,2355787940.0
1,2020-09-30,EGO,1925714100.0000002
2,2020-06-30,EGO,1809330899.9999998
3,2020-05-01,EGO,1219943400.0
4,2020-03-31,EGO,1345696870.0
5,2019-12-31,EGO,1628634330.0
0,2020-12-31,GSK,85850397509.5
1,2020-09-30,GSK,89440597510.00002
2,2020-04-29,GSK,-36775000000.0
3,2019-12-31,GSK,-35215000000.0
4,2019-10-30,GSK,-37354000000.0
5,2019-09-30,GSK,101349340000.0
0,2020-12-31,TEVA,34318400000.0
1,2020-09-30,TEVA,33668960000.0
2,2020-06-30,TEVA,13162350000.0
3,2020-03-31,TEVA,10052140000.0
4,2019-12-31,TEVA,11496800000.0
5,2019-09-30,TEVA,9789080000.0
0,2020-09-30,PAA,14499440000.0
1,2020-06-30,PAA,16517520000.0
2,2020-03-31,PAA,13586840000.0
3,2019-12-31,PAA,23033919272.0
4,2019-09-30,PAA,24754000000.0
5,2019-06-30,PAA,26856640000.0
0,2020-12-31,VLO,34387990000.0
1,2020-09-30,VLO,28797240000.0
2,2020-06-30,VLO,34238920000.0
3,2020-03-31,VLO,28451880408.0
4,2019-12-31,VLO,45391850818.0
5,2019-09-30,VLO,42553879176.0
0,2017-12-29,CSRA,7600014400.0
1,2017-09-29,CSRA,7767983280.000001
2,2017-06-30,CSRA,7626505500.0
3,2017-03-31,CSRA,7235195023.134
4,2016-12-30,CSRA,7693069920.0
5,2016-09-30,CSRA,6979220000.0
0,2020-09-30,IMAX,994116680.0
1,2020-06-30,IMAX,935781680.0
2,2020-03-31,IMAX,492860900.0
3,2019-12-31,IMAX,1181968470.0
4,2019-09-30,IMAX,1283122111.479
5,2019-06-30,IMAX,1187843311.525
0,2020-09-30,FNB,4181373920.0
1,2020-06-30,FNB,5214000000.0
